OBJECTID,X,Y,Z
712,-181732,-2323541,976.9674071
713,-181653,-2323367,973.0414186
714,-181556,-2323060,969.5964208
715,-181443,-2322663,973.8680348
716,-181415,-2322508,976.9980698
717,-181396,-2322374,979.9381159
718,-181428,-2322259,981.4327448
719,-181450,-2322123,982.6885114
720,-181828,-2323826,983.9658408
721,-181913,-2324179,989.1760253
722,-181948,-2323997,985.9779633
723,-181980,-2323882,982.8846405
724,-182124,-2323848,980.0110859
725,-182247,-2324063,981.7190437
726,-181982,-2324331,988.16853
727,-181974,-2324220,987.9583724
728,-181858,-2324004,987.6632361
729,-181807,-2324188,991.102805
730,-181789,-2324369,991.9767597
731,-181784,-2324414,991.743553
732,-181697,-2324444,993.1723541
733,-181638,-2324426,994.3996421
734,-181622,-2324427,994.6232682
735,-182811,-2324266,977.8711191
736,-182668,-2324210,975.8180433
737,-182661,-2324121,974.8686811
738,-182716,-2324094,973.4746332
739,-182766,-2324000,970.7781965
740,-182825,-2323928,969.1333217
741,-183307,-2323912,972.4779715
742,-183359,-2323751,971.1735685
743,-183387,-2324108,976.1853191
744,-183645,-2324268,980.6247572
745,-183733,-2324036,976.7889107
746,-183897,-2324248,981.2680361
747,-183858,-2324274,981.4777747
748,-183799,-2324346,982.014059
749,-181914,-2323144,968.4996201
750,-181838,-2323217,968.8515625
751,-182115,-2323736,977.1669468
752,-182285,-2324015,980.4206345
753,-182342,-2324123,981.10848
754,-182097,-2323602,973.8601492
755,-181801,-2323265,969.7206089
756,-181765,-2323223,969.3182349
757,-181686,-2322847,970.0182812
758,-182710,-2322767,973.0453972
759,-182833,-2322464,977.2898317
760,-182908,-2322481,977.3097591
761,-182831,-2322442,977.390625
762,-182780,-2322311,978.8032725
763,-182820,-2321880,981.450135
764,-182936,-2322006,982.2843091
765,-182924,-2322165,981.5387246
766,-182291,-2322327,977.1619406
767,-182228,-2322467,974.3697433
768,-182159,-2322517,973.3372575
769,-182078,-2322524,973.0760273
770,-182094,-2322207,978.5120861
771,-181991,-2322148,979.4032955
772,-181945,-2322399,975.7522654
773,-181880,-2322404,975.6299602
774,-181824,-2322521,973.7296173
775,-181758,-2322616,972.0629063
776,-181735,-2322640,971.7392341
777,-183833,-2323331,971.9558665
778,-183774,-2323200,971.8879437
779,-183795,-2322951,974.8838874
780,-183925,-2322536,980.8023805
781,-183949,-2322219,986.2634903
782,-183911,-2322154,986.5472228
783,-183817,-2322094,986.6033646
